text,text_length,sentiment_polarity,emotion_intensity,positive_ratio,negative_ratio,valence,energy,danceability,tempo,loudness,acousticness,instrumentalness,speechiness,liveness,emotion_label
"一如往常的你不告而别
去的世界如此遥远
我的思念是否看得见你身影在脑海盘旋
微笑的脸如此明显
顿时瓦解所有的泪水  如此美
但再也看不见知道你永远在这里
陪伴着不曾离去
跟着我们一直
往前走下去
你知道我很爱你
永远在我的心底
让所有悲伤化作成最美丽的旋律
一字一句唱出
我真的想你 一字一句唱出我想你回忆不断缠绕着脆弱的灵魂
彷彿这时间
冻结所有的心间
但愿你能前往
追随你想要的世界知道你永远在这里
陪伴着不曾离去
跟着我们一直
往前走下去
你知道我很爱你
永远在我的心底
让所有悲伤化作成最美丽的旋律也把所有对你的记忆埋藏在我心头
这首歌代表我真的好想你
真的好想你",286,-0.0113636363636363,0.034090909090909,0.0113636363636363,0.0227272727272727,0.21,0.221,0.734,125.785,-16.403,0.69,0.918,0.318,0.11,sad
"是否
这次我将真的离开你
是否
这次我将不再哭
是否
这次我将一去不回头
走向那条慢慢永无止境的路是否
这次我已真的离开你
是否
泪水已干不再流
是否
应验了我曾说的那句话
情到深处人孤独多少次的寂寞挣扎在心头
只为挽回我将远去的脚步
多少次我忍住胸口的泪水
只是为了告诉我自己我不在乎是否
这次我已真的离开你
是否
泪水已干不再流
是否
应验了我曾说的那句话
情到深处人孤独多少次的寂寞挣扎在心头
只为挽回我将远去的脚步
多少次我忍住胸口的泪水
只是为了告诉我自己我不在乎是否
这次我已真的离开你
是否
泪水已干不再流
是否
应验了我曾说的那句话
情到深处人孤独",282,-0.0227272727272727,0.0227272727272727,0.0,0.0227272727272727,0.267,0.495,0.857,128.898,-9.55,0.0167,0.000164,0.264,0.0986,sad
"想问我的角色 是天使 你回我
而天使的角色 是陪你 做朋友
当我就站在你身后
最寂寞的场所猜测你的眼神 你的心去哪了
追逐你的眼神 我还能去哪呢
当我就站在你身后
盼着一点温柔当一个天使的忧愁
有心事 不能说
当一个天使的忧愁
有伤口 不示弱你一再牵动我
给我停留的借口当天使选择了守候
要概括 去承受
当天使选择了守候
却期待 被识破我不得不沉默
我不得不沉默
开口就会泪流
泪流 然后 坠落
我在你身后
像在这宇宙
最寂寞的场所
もっと沢山の歌词は ※
猜测你的眼神 你的心去哪了
追逐你的眼神 我还能去哪呢
当我就站在你身后
盼着一点温柔当一个天使的忧愁
有心事 不能说
当一个天使的忧愁
有伤口 不示弱你一再牵动我
给我停留的借口当天使选择了守候
要概括 去承受
当天使选择了守候
却期待 被识破我不得不沉默
我不得不沉默
开口就会泪流
泪流 然后 坠落
我在你身后
像在这宇宙
最寂寞的场所",400,-0.0303030303030303,0.0303030303030303,0.0,0.0303030303030303,0.389,0.726,0.435,148.016,-6.255,0.000465,0.00832,0.0361,0.174,sad
"姐妹最大
姐妹最大
姐妹最大
到底你是哪里蹦出的傻瓜
为什么让他对自己惩罚
爱到无法自拔爱错就当笑话
我不准沮丧失望把你的美丽卸妆
当你爱到天塌下来就摆在我肩膀
当你傻得太疯狂我会呼你巴掌
在姐妹面前不用装坚强
我陪你打一场漂亮的仗
为你哭到声音沙哑你抱紧我不放
为我学着爱自己让我为你鼓掌
流泪当作保养有我在一切
姐妹最大
姐妹最大
姐妹最大
最气你太过爱他委屈自己遍体鳞伤
赶走憔悴放一个长假
还给你弹脸庞
在你幸福的世界里不需要国王
只需要一个懂得守护的胸膛
紧紧牵住的手能让你告别流浪
必须像我一样放你在心上
当你爱到天塌下来就摆在我肩膀
当你傻得太疯狂我会呼你巴掌
在姐妹面前不用装坚强
我陪你打一场漂亮的仗
为你哭到声音沙哑你抱紧我不放
为我学着爱自己让我为你鼓掌
流泪当作保养有我在一切
姐妹最大
姐妹最大
姐妹最大
约好了酸甜苦辣笑到泪如雨下
约好迈开步伐要爱得更加潇洒
不用害怕吵架姐妹最健忘
不用害怕犯错姐妹都能原谅
当心又故障手紧握不能放
我们要一起嚣张
当你爱到天塌下来就摆在我肩膀
当你傻得太疯狂我会呼你巴掌
在姐妹面前不用装坚强
我陪你打一场漂亮的仗
为你哭到声音沙哑你抱紧我不放
为我学着爱自己让我为你鼓掌
流泪当作保养有我在一切
姐妹最大
姐妹最大
姐妹最大
姐妹最大
姐妹最大",555,-0.0181818181818181,0.0484848484848484,0.006060606060606,0.0242424242424242,0.392,0.693,0.651,118.97,-4.722,0.458,0.0,0.0375,0.335,sad
"如果能反转时光
我还是选择 把心事揭晓
让耳朵听到 你真实心跳
也算没 辜负我用勇气打扰像从前一样礼貌
无话不谈着 也值得骄傲
我们离亲密 只差个拥抱
又何必 渴望 恋人的称号我爱着就好 这种关系 差相爱多少
能住在你的身旁
被你看到 已经够我微笑
就算有泪光 在眼眶胡闹
你不用担心 我会小心藏好用力把昨天遗忘
发生过什么 只是场玩笑
进化成家人 关心又打扰
是不是 这样 也算是得到我爱着就好 这种关系 差相爱多少
能住在你的身旁
被你看到 已经够我微笑
就算有泪光 在眼眶胡闹
你不用担心 我会小心藏好 花朵会等到绽放
河流蜿蜒 会找到海浪
而你 流浪的心跳 会不会再停靠 我爱着就好 朋友关系 比相爱更好
不用猜爱多爱少
只要陪你 把寂寞都赶跑
你在我心里 亮过漫天星光
我有多爱你 不需要你知道
爱着又何妨 我爱着就好
不敢让你 知道",372,-0.0091743119266055,0.0458715596330275,0.018348623853211,0.0275229357798165,0.298,0.609,0.367,162.656,-13.071,0.0978,0.963,0.0574,0.554,sad
"请记住我
虽然再见必须说
请记住我
眼泪不要坠落
我虽然要离你远去
你住在我心底
在每个分离的夜里
为你唱一首歌请记住我
虽然我要去远方
请记住我
当听见吉他的悲伤
这是我跟你在一起唯一的凭据
直到我再次拥抱你
请记住我",110,-0.0666666666666666,0.0666666666666666,0.0,0.0666666666666666,0.388,0.891,0.58,123.961,-3.265,0.000456,0.000631,0.0955,0.0924,sad
"抓不住爱情的我
总是眼睁睁看它溜走
世界上幸福的人到处有
为何不能算我一个
为了爱孤军奋斗
早就吃够了爱情的苦
在爱中失落的人到处有
而我只是其中一个
爱要越挫越勇
爱要肯定执着
每一个单身的人得看透
想爱就别怕伤痛
找一个最爱的深爱的想爱的亲爱的人
来告别单身
一个多情的痴情的绝情的无情的人
来给我伤痕
孤单的人那么多
快乐的没有几个
不要爱过了错过了留下了单身的我
独自唱情歌
在爱中失落的人到处有
而我不是最后一个
伤心的人那么多
我应该勇敢的过
这首真心的痴心的伤心的
单身情歌谁与我来合",249,-0.0142857142857142,0.0857142857142857,0.0285714285714285,0.0428571428571428,0.351,0.55,0.705,94.969,-7.974,0.0887,0.00485,0.0381,0.0895,sad
"抬头望雨丝 夜风翻开信纸
你的笔迹转处谈论昨日往事
如何让你知 活在分开不写意
最寂寞夜深人静倍念挂时 没有你暖暖声音
沥沥雨夜不再似首歌
别了你那个春天
谁在痛苦两心难安我带着情意 一丝丝悽怆
许多说话都 仍然未讲
纵隔别遥远 怀念对方
悲伤盼换上 再会祈望 我带着情意 一丝丝悽怆
许多说话都 仍然未讲
盼你未忘记 如梦眼光
只需看着我 再不迷惘 重投梦里乡 在孤单的那方
见到今天的你 仍像昨日漂亮
柔情望对方 望着一生都不想放
怕日后梦醒时候印象淡忘 没有你暖暖声音
沥沥雨夜不再似首歌
别了你那个春天
谁在痛苦两心难安 我带着情意 一丝丝悽怆
许多说话都 仍然未讲
纵隔别遥远 怀念对方
悲伤盼换上 再会祈望 我带着情意 一丝丝悽怆
许多说话都 仍然未讲
盼你未忘记 如梦眼光
只需看着我 再不迷惘 我带着情意 一丝丝悽怆
许多说话都 仍然未讲
纵隔别遥远 怀念对方
悲伤盼换上 再会祈望 我带着情意 一丝丝悽怆
许多说话都 仍然未讲
盼你未忘记 如梦眼光
只需看着我 再不迷惘",444,-0.0564516129032258,0.0564516129032258,0.0,0.0564516129032258,0.254,0.389,0.489,131.366,-11.653,0.877,0.32,0.0284,0.105,sad
"一阵叫声
无力地呐喊
请听我讲
心底那份爱
不管一切
呈示你一看
原谅我
我的冲动
怎可再忍耐
可会令令到你痛苦
我不愿事实会这样
你使我疯疯癫癫
一张脸朝晚难忘
然后每次见你
使我心震荡
始终不知
不知你心意如何
每天站在远处望
一阵叫声
无力地呐喊
请听我讲
心底那份爱
不管一切
呈示你一看
原谅我
我的冲动
怎可再忍耐
可会令令到你痛苦
我不愿事实会这样
你使我疯疯癫癫
一张脸朝晚难忘
然后每次见你
使我心震荡
始终不知
不知你心意如何
每天站在远处望
你使我疯疯癫癫
一张脸朝晚难忘
然后每次见你
使我心震荡
始终不知
不知你心意如何
每天站在远处望",281,-0.0235294117647058,0.0235294117647058,0.0,0.0235294117647058,0.271,0.621,0.428,90.025,-5.675,0.014,0.0,0.0339,0.0906,sad
"该如何遇见你
在你责备
的眼里
你还有没有力气
穿过孤单的四季
一起等雪后
天晴如果能
遇见你
在我哭过
的心里
你还会不会同意
原谅曾失明的心
一起去寻找
相信有的时候
世界热情不够
天使也会
在云端难受
人生的长路
没人教你走
惊慌的孩子
找不到出口紧握拳头
你害怕了多久
哭红眼睛
纯净了宇宙
人生的长路
让我带你走
回家的灯火
伴飞鸟温柔有的时候
世界热情不够
天使也会
在云端难受
人生的长路
没人教你走
惊慌的孩子
找不到出口紧握拳头
你害怕了多久
哭红眼睛
纯净了宇宙
人生的长路
让我带你走
回家的灯火
伴飞鸟温柔",265,-0.0389610389610389,0.0649350649350649,0.0,0.0389610389610389,0.27,0.632,0.603,110.998,-9.499,0.46,0.000218,0.0408,0.0982,sad
"以为看见就是一切
把一天过成 过成一年
日出月落 轮回上演
像老的电影的旧桥段 有种时间叫作泪点
徜徉在黑夜 黑夜白天
习惯了不同的世界
眼泪却不曾向重力妥协 离季的落叶
泛黄的季节
像失去听觉
身心疲惫的蝴蝶
回忆已走远
走很远没有停歇
我却听见
倔强的心跳在冷却 有种时间叫作泪点
徜徉在黑夜 黑夜白天
习惯了不同的世界
眼泪却不曾向重力妥协 离季的落叶
泛黄的季节
像失去听觉
身心疲惫的蝴蝶
回忆已走远
走很远没有停歇
我却听见
倔强的心跳在冷却 离季的落叶
泛黄的季节
像失去听觉
身心疲惫的蝴蝶
回忆已走远
走很远没有停歇
我却听见
倔强的心跳在冷却 我睁开眼
种下的心愿在破茧",295,-0.0531914893617021,0.0531914893617021,0.0,0.0531914893617021,0.161,0.596,0.309,164.587,-5.599,0.101,0.0,0.0293,0.21,sad
"我曾怀疑我走在沙漠中
从不结果无论种什么梦
才张开翅膀风却变沉默
习惯伤痛能不能算收获庆幸的是我一直没回头
终于发现真的是有绿洲
每把汗流了生命变的厚重
走出沮丧才看见新宇宙海阔天空在勇敢以后
要拿执着将命运的锁打破
冷漠的人
谢谢你们曾经看轻我
让我不低头更精彩的活凌晨的窗口失眠整夜以后
看着黎明从云里抬起了头
日落是沉潜日出是成熟
只要是光一定会灿烂的海阔天空狂风暴雨以后
转过头对旧心酸一笑而过
最懂我的人
谢谢一路默默的陪我
让我拥有好故事可以说
看未来一步步来了",237,-0.0144927536231884,0.0579710144927536,0.0144927536231884,0.0289855072463768,0.161,0.175,0.53,171.1,-7.119,0.926,0.114,0.16,0.103,sad
"谁眉目叫世界讚歎 年月逝去于春色之间
笙歌中带醉我已习惯 画上绚烂别了平淡
泪雨破碎四散 留下是我掌心的江山
不知间进退每个夜晚 命数都并未是我拣
借去的总要奉还 盛放花季终须冰冷
梦源自那次 你看我的一眼从前是我为谁美丽 今天我为谁歎喟
让你赠我的未曾浪费 不顾一切
为浓情去燃尽到底
爱为谁壮丽 今生我为谁矜贵
悲欢聚散风雪交替 尽情磨洗
爱要彻底 伤痛也彻底谁眉目叫世界讚歎 前路却已经不可归返
当身边拥有也觉渐淡 念记曾是烟火很灿烂
泪雨破碎四散 留下是我掌心的江山
挤拥中我却倍觉孤单 命数都并未是我拣
就算天空这样蓝 盛放花季终须冰冷
梦源自那次 你看我贪多一眼从前是我为谁美丽 今天我为谁歎喟
让你赠我的未曾浪费 不顾一切
为浓情去燃尽到底
爱为谁壮丽 今生我为谁矜贵
悲欢聚散风雪交替 尽情磨洗
爱要彻底 伤心处 壮烈到底
从前是我为谁美丽 今天我为谁歎喟
让你赠我的未曾浪费 不顾一切
为浓情去燃尽到底
爱没有飞逝 今生我为谁矜贵
悲欢聚散风雪交替 尽情磨洗
爱要彻底 伤心处 寂寞到底",452,-0.0289855072463768,0.0289855072463768,0.0,0.0289855072463768,0.195,0.427,0.528,141.866,-8.926,0.826,0.0,0.0347,0.122,sad
"瞬息永恒轮回之外的罪人
破灭重生在夹缝间哀叹的灵魂
月缺月盈幻想乡里的梦境
蓬莱竹林辉映千年往复月色依旧的亘古
追忆几度时间无法抚平的痛苦
饮下错误操纵心间的剧毒
须臾永远模糊森罗万象幻想之地
交错生死虚幻永恒的境地
满月风华永世记忆
忘却悲欢相聚和分离
命运齿轮幻想之门
抚平背弃悔恨忧郁的伤痕
优昙花啊七色玉魂
月宫永生不比这一瞬，抵一生",171,-0.0298507462686567,0.0298507462686567,0.0,0.0298507462686567,0.284,0.613,0.726,98.027,-5.348,0.234,2.11e-06,0.0621,0.19,sad
"穿裙子的男生
举哑铃的女生
中间的众生
我都不用太熟
直接生吞
劲爆的肉身
和贫血的灵魂
贯彻博爱精神
大开食戒无所不能  挑什么
看见什么吃什么
等什么
吃坏好过没吃过
忍什么
前面那个好香哦吃最补的唐僧
吃最毒的烂人
不吃不可能
知道他们会含什么养份     饮食要均衡
我爱素也爱荤
一网打尽
好歹不分  挑什么
看见什么吃什么
等什么
吃坏好过没吃过
挑什么
看见什么爱什么  等什么
饿着反正也饿着
不管人鬼神猪牛羊鸡鸭鹅
大开食戒 不放过   挑什么
看见什么吃什么
等什么
吃坏好过没吃过
忍什么
前面那个好香哦  挑什么
看见什么吃什么
等什么
吃饱就不寂寞
挑什么
看见什么爱什么
等什么
偏食的小孩难进天国  挑什么
看见什么吃什么
等什么
你敢吃什么
你就超越什么
看见什么吃什么",351,-0.01,0.01,0.0,0.01,0.243,0.812,0.459,150.064,-2.667,0.00255,6.08e-05,0.0423,0.25,sad
"田：
他遇见了她
爱上了她
却还是失去了她
他落在雨里
湿透了发
再没有听到过回答文：
他害怕光亮
害怕受伤
也想要用力的发光
他没有爱人
他的伤和痛
从来就没有人心疼合：啊～文：
如果没有他
这个星球不会有变化田：
如果没有她
眼泪也不会为她流下文：
如果没有他
还有谁会对着影子说话田：
如果没有她
如果没有她合：啊陆
小时候妈妈告诉我她从来不服输
为什么轮到我就从来没有赢过
一直在追赶的人果然大红大紫
而我只能看着他们从我身边经过
保镖 闪光灯 和粉丝的尖叫
连我自己都快把我遗忘
我想大吼一声让他们都回头看
因为他们以前也都跟我一样
够了 我再也不想听到那些道理
求你不要再对我说 孩子 轮不到你
你不会知道我的状态已经糟糕到底
还得笑着告诉别人不用替我着急
真的不用替我着急
我每天躲在录音棚里吃着外卖
希望时间不要过的太快
求你多给我一点时间去准备文：
如果没有他
这个星球不会有变化田：
如果没有她
眼泪也不会为她流下陆
他说生活早就看透他最想要的是陪伴
他是个孤单的战士
当伤口早已经溃烂
他也会在孤单的夜晚泪水打湿了床单
从他的沉默中来看
从他的沉默中来看文：
如果没有他
还有谁会对着影子说话田：
如果没有她
如果没有她田：
害怕光亮
害怕受伤
也想要用力的发光文：
他没有爱人
他的伤和痛
从来就没有人心疼",565,-0.0448717948717948,0.0576923076923076,0.0064102564102564,0.0512820512820512,0.26,0.963,0.522,90.147,-3.061,0.0235,0.305,0.241,0.0964,sad
"一枚硬币滚落在人来人往大街上
谁会发现
遗忘的故事就在自己脚旁
沉沉睡在捷运车厢
直到过了站
电影已散场 心还在飘荡
妇人满手玉兰花
轻扣每扇玻璃窗
谁会抬头 看一眼
那小心期盼的目光
追不到的高楼大厦
在暮色中泛黄
看板反射孤单的身影
摇摇又晃晃
我的日子 在等谁听见啊
我的哀愁 想跟谁说说啊
我的愤怒 只埋在心底吗
我的快乐 有人能分享吗
总是渴望 有狂舞的力量
总是渴望 能一觉到天亮
总是等待日出那道 寂寞之光
骑楼下的路边摊
默默熬着一锅汤
就像熬着
生活里说不出的酸甜苦辣
碎碎念的电台
对什么人说话
有时候只是想在天空
开出一朵花
我们都在 喧哗里沉默过
我们都在 狂欢里失落过
我们都为 某个人努力过
我们都曾 软弱想放弃过
可是我们 还是走过来了
最后我们 一点点蜕变了
在生命中守护一道 寂寞之光
我的日子 在等谁听见啊
我的哀愁 想跟谁说说啊
我的愤怒 只埋在心底吗
我的快乐 有人能分享吗
总是渴望 有狂舞的力量
总是渴望 能一觉到天亮
总是等待日出以后
这世界还会有全新的模样
我们都在 喧哗里沉默过
我们都在 狂欢里失落过
我们都为 某个人努力过
我们都曾 软弱想放弃过
可是我们 还是走过来了
最后我们 一点点蜕变了
在生命中守护我们
热烈拥抱时的寂寞的光亮
我们都在 喧哗里沉默过
我们都在 狂欢里失落过
我们都为 某个人努力过
我们都曾 软弱想放弃过
可是我们 还是走过来了
最后我们 一点点蜕变了
在生命中守护一道 寂寞之光",631,-0.0285714285714285,0.08,0.0114285714285714,0.04,0.171,0.894,0.563,128.064,-3.659,0.0152,5.65e-05,0.0518,0.697,sad
"潇洒一些
解开情爱绑束
本小姐不爱逗留
只匆匆一宵
找些人作慰解
分担双方苦闷时候
如气泡飘散
莫再烦着闷着我
谬论着以后不必忧郁
摆出情圣本色
本小姐不会回眸
这沧桑的心
早经无数战火
必需​​一些耍乐时候
如你了解我
莫再烦着闷着我
跪在大门后男人眼泪
由他干透吧
还我的身自由心自由
男人眼泪
由他干透吧
麻烦的痴或缠难接受
情爱用完遣走
莫希冀着以后挥挥衣襟
我需还我本色
转身挥手不再逗留
谁个欠了你
莫再烦着闷着我
跪在大门后
说爱我那样陈旧男人眼泪
由他干透吧
还我的身自由心自由
男人眼泪
由他干透吧
麻烦的痴或缠难接受
情爱用完遣走
莫希冀着以后男人眼泪
由他干透吧
还我的身自由心自由
男人眼泪
由他干透吧
麻烦的痴或缠难接受
情爱用完遣走
莫希冀着以后男人眼泪
由他干透吧
还我的身自由心自由…",358,-0.0816326530612244,0.0816326530612244,0.0,0.0816326530612244,0.134,0.658,0.72,98.001,-7.414,0.0329,0.0302,0.0446,0.123,sad
"明月夜如醉了
夜空添一分凄迷
明月下怀抱你
是依依不舍的美丽
骤眼的心慌意乱令我着迷
愿温馨一生一世
由黑暗走进清凉凌晨
于街角拥吻深情情人
空虚与心碎飘如浮云
掩盖了街灯
微风正飘过轻摇长裙
光阴带走了痴迷时辰
双双抱紧完全地接近
明月下人醉了
全不知光阴消逝
蓝月亮离去了
仍依恋今晚的约誓
愿往昔伤心片段莫再提
让这一生更美丽
由黑暗走进清凉凌晨
于街角拥吻深情情人
空虚与心碎飘如浮云
掩盖了街灯
微风正飘过轻摇长裙
光阴带走了痴迷时辰
双双抱紧完全地接近
由黑暗走进清凉凌晨
于街角拥吻深情情人
空虚与心碎飘如浮云
掩盖了街灯
微风正飘过轻摇长裙
光阴带走了痴迷时辰
双双抱紧完全地接近
明月下人醉了
全不知光阴消逝
蓝月亮离去了
仍依恋今晚的约誓",329,-0.0344827586206896,0.0344827586206896,0.0,0.0344827586206896,0.121,0.44,0.711,145.116,-9.509,0.00175,2.73e-06,0.471,0.0798,sad
"没有什么是不会变的
包括你 包括我
你我已不是曾经的你我
终于到了再见的时刻到了要说再见的时刻
请不要假装舍不得
你不要哭也不用难过
谁都只是谁的过客我会笑着向你挥手
就像我们相遇的时候
时间把你带走也把我带走
相聚离开没有永垂不朽请你笑着向我挥手
就在我们相别的时候
人生短短各有各的梦
人海茫茫何必问重逢但我会记得你的忧愁
那是我最美丽的梦
我也会记得 记得你的梦
那是我最美的忧愁到了要说再见的时刻
请不要假装舍不得
你不要哭也不用难过
谁都只是谁的过客我会笑着向你挥手
就像我们相遇的时候
时间把你带走也把我带走
相聚离开没有永垂不朽请你笑着向我挥手
就在我们相别的时候
人生短短各有各的梦
人海茫茫何必问重逢但我会记得你的忧愁
那是我最美丽的梦
我也会记得 记得你的梦
那是我最美的忧愁",348,-0.0217391304347826,0.0217391304347826,0.0,0.0217391304347826,0.297,0.619,0.755,86.992,-8.895,0.03,0.0,0.225,0.213,sad
"一场本来安静的游戏
没有人会孤单出局
也许感情
两个人确定
可惜我们在不同轨迹
这是爱
我能肯定
不管别人眼里是何种关系
怎么办我爱你
却不能告诉你
这是在世上的另一种爱情
也许时间太久我竟看不清
并不是一个人的结局
怎么办我爱你
我多想抱着你
那时戒指上我许下的约定
等你某天问我同样的问题
我爱你
到多久都可以
一场本来安静的游戏
没有人会孤单出局
也许感情
两个人确定
可惜我们在不同轨迹
这是爱
我能肯定
不管别人眼里是何种关系
怎么办我爱你
却不能告诉你
这是在世上的另一种爱情
也许时间太久我竟看不清
并不是一个人的结局
怎么办我爱你
我多想抱着你
那时戒指上我许下的约定
等你某天问我同样的问题
我爱你
到多久都可以
不过是我一个人爱
却不能告诉你",331,-0.0194174757281553,0.0194174757281553,0.0,0.0194174757281553,0.0575,0.473,0.385,143.614,-8.656,0.575,2.88e-05,0.0519,0.13,sad
"每个夜晚我都在祈祷
平静地数自己的心跳 多无聊
我有用之不完的微笑
却还欠你一个真实的拥抱 多可惜
也许我根本就是想跑
跑出你爱恨的边缘
也许我根本就是想跑
跑出我没完没了的忧伤 忧伤
从你住的地方算起
我离开你至少有五千里 五千里
可是距离永远也不能算出
我的寂寞有多长 有多长
也许我根本就是想跑
跑出你爱恨的边缘
也许我根本就是想跑
跑出我没完没了的忧伤也许我根本就是想跑
跑出你爱恨的边缘
也许我根本就是想跑
跑出我没完没了的忧伤 忧伤
可是我的 我的 可是我的 可是我的
我的寂寞有多长 有多长
从你住的地方算起
我离开你至少有五千里 五千里 五千里",280,-0.015625,0.046875,0.015625,0.03125,0.325,0.966,0.516,140.022,-5.146,0.000158,0.0033,0.0426,0.306,sad
"如果让我遇见你而你正当年轻
用最真的心换你最深的情
如果让你遇见我而我依然年轻
也相信永恒是不变的曾经
如果让我离开你而你已能平静
只愿你放心也不要你担心
如果让你离开我假装我也平静
就算是伤心也当作是无心
时空阻隔岂止长路迢迢
情丝缠绕岂是长发飘飘
那红尘俗世的人
为什么总是多情惹烦恼
本是云该化作雨投入海的胸襟
却含着泪水任孤独地飘零
本是属于我的你同把人生看尽
却无缘再聚怨苍天变了心
本是云该化作雨投入海的胸襟
却含着泪水任孤独飘零
本是属于我的你同把人生看尽
却无缘再聚怨苍天变了心
本是云该化作雨投入海的胸襟
却含着泪水任孤独地飘零
本是属于我的你同把人生看尽
却无缘再聚
怨苍天变了
苍天变了
苍天变了
心",311,-0.031578947368421,0.031578947368421,0.0,0.031578947368421,0.309,0.819,0.302,102.048,-11.364,1.84e-05,0.000416,0.0824,0.0568,sad
"多年以后 你回到我身边
不安全 充满了你疲倦的双眼
看着我 也告诉我
你是否 依然相信童话
你曾对我说 每颗心都寂寞
每颗心都脆弱都渴望被触摸
但你的心 永远的燃烧着
永远的 不会退缩
越长大越孤单 越长大越不安
也不得不看梦想的翅膀被折断
也不得不收回曾经的话问自己
你纯真的眼睛哪去了
越长大越孤单 越长大越不安
也不得不 打开保护你的降落伞
也突然间 明白未来的路 不平坦
难道说 这改变是 必然
多年以后 你回到我身边
不安全 充满了你疲倦的双眼
看着我 也告诉我
你是否 依然相信童话
你曾对我说 每颗心都寂寞
每颗心都脆弱都渴望被触摸
但你的心 永远的燃烧着
永远的 不会退缩
越长大越孤单 越长大越不安
也不得不看梦想的翅膀被折断
也不得不收回曾经的话问自己
你纯真的眼睛哪去了
越长大越孤单 越长大越不安
也不得不 打开保护你的降落伞
也突然间 明白未来的路 不平坦
难道说 这改变是 必然你曾对我说 每颗心都寂寞
每颗心都脆弱都可望被触摸
看着我 也告诉我 你的心依旧燃烧着",446,-0.040983606557377,0.0983606557377049,0.0163934426229508,0.0573770491803278,0.318,0.465,0.709,155.905,-10.852,0.717,0.0,0.0896,0.117,sad
"微笑以后
说好从此你我一起走
却从朋友走成前男友
爱错了什么步骤
难过以后
这伤口还要疼上多久
提醒我那些曾经拥有
太坚强是个诅咒
我有离开的勇气
却舍不得让爱情死去
我的心说再努力
没有你又有什么意义
我真的好想你也真的对不起
每一秒都想你我真的妒忌
我恨的好想你若能够再一次爱
我怎么都不会忘记我还爱着你
在我日记写下泪滴都来不及
难过以后
这伤口还要疼上多久
提醒我那些曾经拥有
太坚强是个诅咒
我有离开的勇气
却舍不得让爱情死去
我的心说再努力
没有你又有什么意义
我真的好想你也真的对不起
每一秒都想你我真的妒忌
我恨的好想你若能够再一次爱
我怎么都不会忘记我还爱着你
在我日记写下泪滴都来不及
那些回忆都躲不过
一天一天地折磨
我问自己为什么
情绪才停泊又经不起思念的挑拨
是固执还是执着
我怎么好像只为你而活
就这样一步一步一步一步一步一步
我真的好想你也真的对不起
每一秒都想你我真的妒忌
我恨的好想你若能够再一次爱
我怎么都不会忘记我还爱着你
在我日记写下泪滴都来不及
在我心里写下泪滴都来不及",456,-0.0074074074074074,0.037037037037037,0.0074074074074074,0.0148148148148148,0.294,0.93,0.457,139.819,-4.544,0.0309,6.27e-05,0.0673,0.135,sad
"细雨飘
清风摇
凭借痴心般情长
皓雪落
黄河浊
任由他绝情心伤
放下吧
手中剑
我情愿
唤回了
心底情
宿命尽
为何要
孤独绕
你在世界另一边
对我的深情
怎能用只字词组写得尽
写得尽
不贪求一个
愿又想起
你的脸
朝朝暮暮
漫漫人生路
时时刻刻
看到你的眼眸里柔情似水
今生缘
来世再续
情何物
生死相许
如有你相伴
不羨鸳鸯不羨仙晴天高
青山重
乘风瞬息万里云
寻佳人
情难枕
御剑踏破乱红尘遨翔啊
苍穹中
心不静
纵横在
千年间
轮回转
为何让
寂寞长
我在世界这一边
对你的思念
怎能用千言万语说得清
说得清
只奢望一次
醉又想起
你的脸
寻寻觅觅
相逢在梦里
时时刻刻
看到你的眼眸里缱绻万千
今生缘
来世再续
情何物
生死相许
如有你相伴
不羨鸳鸯不羨仙﻿",334,-0.0114942528735632,0.0114942528735632,0.0,0.0114942528735632,0.376,0.49,0.833,122.862,-6.685,0.115,2.65e-06,0.31,0.113,sad
"就到这里 我们不再有以后
一阵风 翻起回忆汹湧
深呼吸不敢让痛楚洩露
想大方微笑假装很洒脱
忍不住颤抖分开后 都别拼命去追究
是什么错 那么错 不堪回首
就让你临别前 挥一挥手
像送给我 最完美告别作
我只是观众忘了我 曾把你 拥在我心窝
忘了我 曾给你 拥有的所有
忘了我 曾是你的宇宙
不眠不休 无怨无尤
忘了我 多难过 多不能接受
忘了我 只要你好过 就足够
忘了我 忘了我们的梦
当你想起我 我已不是我多年后 也许还能再重逢
你会送我 笑一抹 同样温柔
没有谁放不开谁的手
我的遗憾 也不能是借口
都已陌生了忘了我 曾把你 拥在我心窝
忘了我 曾给你 拥有的所有
忘了我 曾是你的宇宙
不眠不休 无怨无尤
忘了我 多难过 多不能接受
忘了我 只要你好过 就足够
忘了我 忘了我们的梦
当你想起我 我已不是我我把彻夜的痛 痛成了自由
在没有你的时空忘了我 曾把你 拥在我心窝
忘了我 曾给你 拥有的所有
忘了我 曾是你的宇宙
不眠不休 无怨无尤
忘了我 多难过 多不能接受
忘了我 只要你好过 就足够
忘了我 忘了我们的梦
当你想起我 我已不是我忘了我 忘了我们的梦
当你想起我 我已不 是 我",500,-0.010204081632653,0.0510204081632653,0.0204081632653061,0.0306122448979591,0.282,0.483,0.849,101.015,-7.114,0.443,0.000141,0.291,0.0786,sad
