title,author,url,score,processed_clean_text,text_length,char_count,line_count,unique_chars,char_density,positive_count,negative_count,energetic_count,calm_count,positive_ratio,negative_ratio,energetic_ratio,calm_ratio,sentiment_polarity,emotion_intensity,dominant_emotion,total_meaningful_words,avg_hsk_level,hsk_complexity,total_hsk_words,emotion_label,text_complexity,quality_score
时光,Xu Wei,https://lyricstranslate.com/en/xu-wei-%E6%97%B6%E5%85%89-lyrics.html,2.66,"在阳光温暖的春天
走在这城市的人群中
在不知不觉的一瞬间
又想起你
你是记忆中最美的春天
是我难以再回去的昨天
你像鲜花那样地绽放
让我心动在阳光温暖的春天
走在这城市的人群中
在不知不觉的一瞬间
又想起你
也许就在这一瞬间
你的笑容一人如晚霞般
在川流不息的时光中
神采飞扬",138,124,15,66,0.8985507246376812,4,0,0,0,0.11764705882352941,0.0,0.0,0.0,0.11764705882352941,0.11764705882352941,positive,34.0,2.6578947368421053,2.6578947368421053,38,calm,1.4924005314829851,0.37844705882352947
执着,Xu Wei,https://lyricstranslate.com/en/xu-wei-%E6%89%A7%E7%9D%80-lyrics.html,2.93,"每个夜晚来临的时候
孤独总在我左右
每个黄昏心跳的等候
是你无限的温柔
每次面对你的时候
不敢看你的双眸
在我温柔的笑容背后
有多少泪水哀愁不管时空怎么转变
世界怎么改变
你的爱总在我心间
你是否明白
我想超越这平凡的生活
注定现在就是漂泊
无法停止我内心的狂热
对未来的执着拥抱着你
我看到你在流泪
是否爱我让你伤悲
让你心碎拥抱着你
可你知道我无法后退
纵然是我苍白憔悴
伤痕累累
‘
’",196,174,23,105,0.8877551020408163,0,0,0,3,0.0,0.0,0.0,0.04918032786885246,0.0,0.0,calm,61.0,2.9298245614035086,2.9298245614035086,57,calm,1.619290837932269,0.41459999999999997
智商二五零 (IQ250),Hua Chenyu,https://lyricstranslate.com/en/hua-chenyu-%E9%BD%8A%E5%A4%A9-lyrics.html,3.08,"看世界太平庸我宅到没朋友
直来直去不造作深藏一生追求
原谅我重要时候短路爱出糗
只怪疯狂不需要理由我想我最大的能力有种天赋叫科技
震慑对手的威力连我自己都不信
赌我锺爱的发明攻克地心的引力
下一季整理表情深吸口气
谁在扛着舆论的压力走的瞬息又随意别急
绝不喊停将是唯一的理性
短腿蹦跶没敌意料想趁你不注意
就霸气绝地反击你没脾气  看世界太平庸我宅到没朋友
直来直去不造作深藏一生追求
原谅我重要时候短路爱出糗
只怪疯狂不需要理由我不懂特别的关系肾上腺素会暴击
我自卖自夸的神经竟也学不会谈情
烧脑驰骋大环境读心术别想侵袭
别客气加句前提杀伤无力
我这造型拍也拍不出帅气夸也夸不好听
谁说古怪神经搭错专为破解谜底
我冒着可爱的傻气当你降低防备力
不小心取之有理赢得彻底  看世界太平庸我宅到没朋友
直来直去不造作深藏一生追求
原谅我重要时候短路爱出糗
只怪疯狂不需要理由智商随意收割全场骄傲又嚣张越是不见光的死宅越有突然爆表冲上云霄的蹊径
我没想多拼命只因为热爱此行
大可不当娱乐精我的较劲不是病
没关系抬起眼皮瞪大眼睛
或许人类复杂的情绪感染太多的铁杆迷失主义
可我就坚持最简单的才是有力的回击
淘气地取悦我自己尴尬地愣在人群里
超劲的游戏有个蠢萌的你  看世界太平庸我宅到没朋友
直来直去不造作深藏一生追求
原谅我重要时候短路爱出糗
只怪疯狂不需要理由
头脑风暴侵占我所有",588,548,35,264,0.9319727891156463,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,196.0,3.075,3.075,120,calm,1.6541173841799495,0.8
Through the Heart (穿心),Hua Chenyu,https://lyricstranslate.com/en/hua-chenyu-through-heart-%E7%A9%BF%E5%BF%83-lyrics.html,2.69,"你要保重没有我陪你
寒冷夜里我会担心
照顾自己不能再宠你
我苦笑着面对那次别离时光过了好久
我还期待邂逅
千言万语也不够
代替我要紧紧把你相拥思念经过又再来过
无法让你也感受
像针在心头自由穿梭
你却不会懂
思念经过又再来过
你会在哪里停留
你转身的巷口
我在那等你不走时光过了好久
我还期待邂逅
千言万语也不够
代替我要紧紧把你相拥思念经过又再来过
无法让你也感受
像针在心头自由穿梭
你却不会懂
思念经过又再来过
你会在哪里停留
你转身的巷口
我就在那等你不走想让时间倒流
回到记忆源头
相遇的时候
重新来过思念经过又再来过
无法让你也感受
像针在心头自由穿梭
你却不会懂
思念经过又再来过
你会在哪里停留
你转身的巷口
我在那等你不走",320,287,34,98,0.896875,0,1,0,0,0.0,0.011904761904761904,0.0,0.0,-0.011904761904761904,0.011904761904761904,negative,84.0,2.6865671641791047,2.6865671641791047,67,sad,1.446128390061886,0.5899047619047619
强势入侵,Super Junior-M,https://lyricstranslate.com/en/super-junior-m-%E5%BC%BA%E5%8A%BF%E5%85%A5%E4%BE%B5-lyrics.html,3.05,"现在       为什么
感觉这么吸引
怎么了   甩开复杂念头
不过是   都只是 头脑正越来越发热
嘴唇越来越干渴
慢慢在剧烈着
就像高烧不断的发作
你对我    快要报废像感冒要你倾倒
强势让你招架不了
你中招你要坏掉
快抛锚  你脸红心跳
十分难熬
已经无可救药
像病毒叫嚣
你快求饶
再也抵抗不了
假扮着不在意的表情
所有情报都存在心里
最后我会胜利
操控心的技巧
不过是   都只是 每一个动作和表情
都会让你好烦恼
有种莫名不安
再把你包围着环绕
再加深   爱情是 ！像感冒要你倾倒
强势让你招架不了
你中招你要坏掉
快抛锚  你脸红心跳
十分难熬
已经无可救药
像病毒叫嚣
你快求饶
再也抵抗不了
就要这样
把你的心
整个佔据
你脸红心跳
十分难熬
已经无可救药
像病毒叫嚣
你快求饶
再也抵抗不了",358,287,42,133,0.8016759776536313,1,1,0,1,0.009433962264150943,0.009433962264150943,0.0,0.009433962264150943,0.0,0.018867924528301886,positive,106.0,3.0476190476190474,3.0476190476190474,84,calm,1.5985748025876112,0.7016679245283018
天龍訣,Michael Kwan,https://lyricstranslate.com/en/michael-kwan-%E5%A4%A9%E9%BE%8D%E8%A8%A3-lyrics.html,3.16,"风寒寻雪路
不知崎岖
苍松送稀客
衷心赞许
朝辞磨剑石
不加顾虑
轻提我宝剑
飞身再跨千里驹
到处惶恐争探问
问我是谁
看我傲然摘云彩
更感畏惧
天边有星
伸手要采
那怕极疲累
远近河岳请你记住
江山归我取
英雄流血汗
不轻溅泪
骄阳长相照
壮志凌锐
风寒寻雪路
不知崎岖
轻提我宝剑
飞身再跨千里驹
滚滚潮声轻奏乐
乐韵伴随
见我傲然踏河山
更感畏惧
天边有星
伸手要采
那怕极疲累
远近河岳请你记住
江山归我取
江山归我取",213,179,35,108,0.8403755868544601,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,70.0,3.159090909090909,3.159090909090909,44,calm,1.6967546262848803,0.4258
7-11,Higher brothers,https://lyricstranslate.com/en/higher-brothers-7-11-lyrics.html,3.07,"711 8
每天去711 8 1
两三点钟 想填饱肚子我会去711
在我眼中 最美味可口的全装进包包
我胃口太大 全都能装下 自己都感到害怕
不担心敲诈 还非常便宜 全靠实惠的卖价
把便当给我加热 用准确时间加热
你看到我开的凯迪拉克 就晓得了不用给我打折
我一般喝矿泉水 穿的是
张张嘴 美食你相当美 味道就像香水
有日本的饭团和泰国的泡面让我神魂颠倒
都摆在了面前不会让你抱歉美味可以担保
买蛋糕还是买汉堡 被选择恐惧症干扰
毛了我都买 反正老子有钱再加一份煎饺
711 8
每天去711 8 2
我关上门把后朴鼻而来神秘的味道
琳琅满目的灵感像收银记塞满钞票
饭菜和沙拉都选择最纯天然的配料
爱如潮水的我心如商品般把你围绕
嫌我苗条成电线杆录成歌饿的我睡不着觉
披上了羽绒服下身穿沙滩裤洛杉矶穿法在店里聊聊
监控视频里的中指对向监控的动作
黑夜里便利店散发的光芒蔓延到了街道逛多久
我猜不到 送货的司机今天晚上到底几点来
吃宵夜会长胖 自信的吹口哨 500斤很拿样
每天去711 8 3
时间 不够用 我的每天安排都很饱满
街边边 混到 目标成为唱片公司老板
我们产量高 写歌染上瘾 海尔兄弟工作不分早晚
没空出去耍 没空看电影我的女朋友都对我相当反感
但711我每天都切 补充了精力好继续熬夜
加热个盒饭再配一杯热饮花分钟把它们带回巢穴
除了吃饭睡觉写歌  其他的事都是多馀
收银员的嘴巴笑来捂到起 原来他是我们歌迷
247 还就是我们最大的区别
247 我手上的败将们前途是漆黑
711补充我能量又打了针鸡血
711
711 8
每天去711 8",678,599,41,323,0.883480825958702,0,2,1,0,0.0,0.01015228426395939,0.005076142131979695,0.0,-0.01015228426395939,0.015228426395939087,negative,197.0,3.074468085106383,3.074468085106383,188,sad,1.6566010978568753,0.8152284263959391
Isabellae,Higher brothers,https://lyricstranslate.com/en/higher-brothers-isabellae-lyrics.html,3.4,"1
你问我是否向往天堂
我想我更想回到
是时候说出你的愿望
我需要变更强的配方
我不是在说欧洲妹
它低空飞呀飞 没人敢收过路费
传说中生活在 阿尔卑斯的山脉
稀有的 雪绒花里发着呆
只有3
我找到你的时候我已伤痕累累
你说我遇到瓶颈需要自己去面对
别总是不在服务区或手机已欠费
冲破了茧 蓝色的火焰
当山体产生裂缝 地面塌陷
它飞向了天空 被称为天赋
而走过的弯路却很少有人关注 2
云里 雾里 现实 梦里面听过你
追寻 靠近 伴随布谷鸟
我偶尔会空虚 这过程不容易
永远不知 疲倦 像一台永动机
尽管这山路十八弯但依旧跋山涉水
像飞蛾扑火般地献身只为永恒的美
我穿过河流草原 我站在山峰之巅
我见证斗转星移置身于生死之间
横跨过绿地沙洲不用担心今晚睡哪儿
耗费掉半数青春寻找我的伊莎贝尔
藏匿在梦想终点 冬眠 三个月灿烂
时光绽放之后便是终年 又一个公元
最后的结局依然
古老的传说相信
从来没后悔过 没错
行动光明磊落 为何要为过去悔过 3
变成明星 非常幸运 此刻的情景
我的心情 无法平静 放歌来听听
来申请加我好友的消息被屏蔽被清理  见面都会主动敬礼
出发点纯粹 我正在准备
要创造的价值比珠宝钻石还珍贵
从天地会到一步步成为这座城市最火的 影响全人类
但看不起我的人还是在旁边继续泼我冷水
没经历过失败不能够称作完美
就算被酒精灌醉 没有能力还嘴
大丈夫一言既出驷马难追绝不反悔
发誓必须要做到
像个战士一样活着枪里装着弹
请告诉我 应该怎么办
它回答我说一切就让时间来审判",644,566,47,353,0.8788819875776398,2,1,1,1,0.010101010101010102,0.005050505050505051,0.005050505050505051,0.005050505050505051,0.005050505050505051,0.020202020202020204,positive,198.0,3.4,3.4,215,calm,1.8107670697715252,0.8202020202020202
家,Xu Wei,https://lyricstranslate.com/en/xu-wei-%E5%AE%B6-lyrics.html,2.95,"拥抱着亲人的时候
多希望时间就停止
如今我对自己的故乡
像来往匆匆的过客
我在远方
很多的岁月
时常会想起你
这一刻的情景
此刻你的
每一个街道
你独有的光彩
你的繁华
我在远方
很多的岁月
总是会想你
给予我的一切
你给我的
每一次爱情
有幸福有疼痛
让我成长窗外天空
掠过的候鸟
又让我想起你
这一刻的情景
此刻你的
每一个街道
在阳光照耀下
你的天空
我在远方
很多的岁月
总是会想你
给予我的一切
你给我的
每一个梦想
在漂泊的岁月
让我坚强",225,191,35,87,0.8488888888888889,4,0,1,0,0.06451612903225806,0.0,0.016129032258064516,0.0,0.06451612903225806,0.08064516129032258,positive,62.0,2.9473684210526314,2.9473684210526314,57,calm,1.570263249747405,0.5156451612903226
星空,Xu Wei,https://lyricstranslate.com/en/xu-wei-%E6%98%9F%E7%A9%BA-lyrics.html,2.69,"秋天的风吹过原野
无尽的星空多灿烂
就在那分手的夜晚
你曾这样轻声告诉我
无论相距有多遥远
只要我轻声呼唤你
你会放下一切到我身边
我的姑娘
我的姑娘
我不知对你在说些什么
也不在乎它的真假
只是将你轻轻拥在我怀里
仰望着蓝色的星空
只是将你轻轻拥在我怀里
倾听着风的声音
只是将你轻轻拥在我怀里
我的姑娘
我的姑娘",158,141,18,77,0.8924050632911392,0,0,0,6,0.0,0.0,0.0,0.13043478260869565,0.0,0.0,calm,46.0,2.688888888888889,2.688888888888889,45,calm,1.5071068617769399,0.32280000000000003
像风一样自由,Xu Wei,https://lyricstranslate.com/en/xu-wei-%E5%83%8F%E9%A3%8E%E4%B8%80%E6%A0%B7%E8%87%AA%E7%94%B1-lyrics.html,2.91,"我像风一样自由
就像你的温柔无法挽留
你推开我伸出的双手
你走吧 最好别回头
无尽的漂流 自由的渴求
所有沧桑 独自承受我给你温柔 你拒绝接受
我给你双手 真实的感受
我给你自由 记忆的长久
我给你所有 但不能停留
我像风一样自由",115,99,10,58,0.8608695652173913,0,0,0,2,0.0,0.0,0.0,0.06451612903225806,0.0,0.0,calm,31.0,2.914285714285714,2.914285714285714,35,calm,1.5997327310370788,0.23199999999999998
平凡之路,Pu Shu,https://lyricstranslate.com/en/pu-shu-%E5%B9%B3%E5%87%A1%E4%B9%8B%E8%B7%AF-lyrics.html,2.93,"徘徊着的 在路上的
你要走吗
易碎的 骄傲着
那也曾是我的模样
沸腾着的 不安着的
你要去哪
谜一样的 沉默着的
故事你真的 在听吗我曾经跨过山和大海 也穿过人山人海
我曾经拥有着的一切 转眼都飘散如烟
我曾经失落失望 失掉所有方向
直到看见平凡 才是唯一的答案当你仍然 还在幻想
你的明天
她会好吗 还是更烂
对我而言 是另一天我曾经毁了我的一切 只想永远地离开
我曾经堕入无边黑暗 想挣扎无法自拔
我曾经像你像他 像那野草野花
绝望着 也渴望着 也哭也笑平凡着向前走 就这么走 就算被给过什么
向前走 就这么走 就算被夺走什么
向前走 就这么走 就算会错过什么
向前走 就这么走 就算会我曾经跨过山和大海 也穿过人山人海
我曾经拥有着的一切 转眼都飘散如烟
我曾经失落失望 失掉所有方向
直到看见平凡 才是唯一的答案我曾经毁了我的一切 只想永远地离开
我曾经堕入无边黑暗 想挣扎无法自拔
我曾经像你像他 像那野草野花
绝望着 也渴望着 也哭也笑平凡着我曾经跨过山和大海 也穿过人山人海
我曾经问遍整个世界 从来没得到答案
我不过像你像他 像那野草野花
冥冥中 这是我 唯一要走的路啊时间无言 如此这般 明天已在
风吹过的 路依然远 你的故事讲到了哪",526,454,30,151,0.8631178707224335,0,6,0,0,0.0,0.043478260869565216,0.0,0.0,-0.043478260869565216,0.043478260869565216,negative,138.0,2.9306930693069306,2.9306930693069306,101,sad,1.5309923246223216,0.8434782608695652
救赎之旅,Xu Wei,https://lyricstranslate.com/en/xu-wei-%E6%95%91%E8%B5%8E%E4%B9%8B%E6%97%85-lyrics.html,3.41,"就像雨后开放天空的彩虹
这简单的七个音符来自阳光
这是如此不可思议的光芒
照亮了这世界
来自你无尽的爱
照亮我生命
也照亮了我的心每次听到这自在的节奏
总是会在一瞬间 唤醒我心
这是时光最悠然的舞蹈
是轮转的四季
茫茫无尽的天地
生生不息
向着灿烂的终极这来自阳光灿烂七彩旋律
恩赐我通向自由 飞翔的心
永不停息 是你无尽的爱
是超越这轮回
是尘世通向极乐的彩虹之路
我们的救赎之旅一直以来 在心中的梦想
是用一生 改变这个世界
一直以来 这闪光的心愿
指引我穿行世界
如此渴望 每一天的祈祷
能够迎来 生命中的觉醒
直到如今 每当轻声念你
才发觉一直以来
我被你的爱拯救
被歌唱 拯救",293,257,27,133,0.8771331058020477,2,0,1,0,0.021505376344086023,0.0,0.010752688172043012,0.0,0.021505376344086023,0.03225806451612903,positive,93.0,3.4125,3.4125,80,calm,1.783392850028552,0.647058064516129
那些花儿,Pu Shu,https://lyricstranslate.com/en/pu-shu-%E9%82%A3%E4%BA%9B%E8%8A%B1%E5%84%BF-lyrics.html,2.62,"那片笑声让我想起我的那些花儿
在我生命每个角落静静为我开着
我曾以为我会永远守在她身旁
今天我们已经离去在人海茫茫
她们都老了吧
她们在哪里呀
幸运的是我
曾陪她们开放
啦
想她
啦
她还在开吗
啦
去呀
她们已经被风吹走
散落在天涯有些故事还没讲完那就算了吧
那些心情在岁月中已经难辩真假
如今这里荒草从生没有了鲜花
好在曾经拥有你们的春秋和冬夏
她们都老了吧
她们在哪里呀
幸运的是我
曾陪她们开放
啦
想她
啦
她还在开吗
啦
去呀
她们已经被风吹走
散落在天涯
啦
你们就像被风吹走
插在了天涯
她们都老了吧
她们还在开吗
我们就这样
各自奔天涯",277,240,38,101,0.8664259927797834,0,0,0,1,0.0,0.0,0.0,0.014084507042253521,0.0,0.0,calm,71.0,2.625,2.625,72,calm,1.436177797833935,0.5232
九月,Xu Wei,https://lyricstranslate.com/en/xu-wei-%E4%B9%9D%E6%9C%88-lyrics.html,2.71,"在这个九月的阴郁的下午
我想要离开这浮躁的城市
我决定去海边看一看落日
让秋日的海风使我清醒我想到昨天风吹动的夜晚
坐在我身边我所有的朋友
岁月让我们已变得沉默
没有人再会谈论明天有一些希望和理想
总在心里是最美的旋律
可如今这真实的生活
却演奏着那纷乱的节奏就好像战争这对手是自己
至少我现在已决不会逃避
那理想的彼岸也许不存在
我依然会走在那旅途上有一些希望和理想
总在心里是最美的旋律
可如今这真实的生活
却演奏着那纷乱的节奏有一些希望和理想
总在心里是最美的旋律
到如今它再一次响起
又飘荡着在我心里",254,236,19,123,0.9291338582677166,3,0,0,1,0.036585365853658534,0.0,0.0,0.012195121951219513,0.036585365853658534,0.036585365853658534,positive,82.0,2.7142857142857144,2.7142857142857144,77,calm,1.5208103753979907,0.5889853658536586
愛情陷阱,Alan Tam,https://lyricstranslate.com/en/alan-tam-%E6%84%9B%E6%83%85%E9%99%B7%E9%98%B1-lyrics.html,3.07,"拨着大雾默默地在觅我的去路
但愿路上幸运遇着是你的脚步
我要再见你 只想将心声透露
爱慕
独自望着路上密密画满的记号
象是混乱又象特别为了指我路
到处到碰到处去看堕入陷阱方知太糊涂
真心被俘虏 仿佛遭圈套 探索这爱路
你那美态已叫我醉倒
我堕入情网你却在网外看 始终不释放
你笑笑看看我象是望着猎物 我心已伤
我堕入情网你却在网外看 始终不释放
恨 爱 心中激荡
这陷阱 这陷阱 这陷阱 偏我遇上拨着大雾默默地在觅我的去路
但愿路上幸运遇着是你的脚步
我要再见你 只想将心声透露
爱慕
独自望着路上密密画满的记号
象是混乱又象特别为了指我路
到处到碰到处去看堕入陷阱方知太糊涂
真心被俘虏 仿佛遭圈套 探索这爱路
你那美态已叫我醉倒
我堕入情网你却在网外看 始终不释放
你笑笑看看我象是望着猎物 我心已伤
我堕入情网你却在网外看 始终不释放
恨 爱 心中激荡
这陷阱 这陷阱 这陷阱 偏我遇上
我堕入情网你却在网外看 始终不释放
你笑笑看看我象是望着猎物 我心已伤
我堕入情网你却在网外看 始终不释放
恨 爱 心中激荡
这陷阱 这陷阱 这陷阱 偏我遇上
这陷阱 这陷阱 这陷阱 偏我遇上",493,428,33,103,0.8681541582150102,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,146.0,3.0727272727272728,3.0727272727272728,55,calm,1.5617334182376552,0.7058
万水千山纵横,Michael Kwan,https://lyricstranslate.com/en/michael-kwan-%E4%B8%87%E6%B0%B4%E5%8D%83%E5%B1%B1%E7%BA%B5%E6%A8%AA-lyrics.html,2.71,"万水千山纵横
岂惧风急雨翻
豪气吞吐风雷
饮下霜杯雪盏
独闯高峰远滩
人生几多个关
却笑他世人妄要将汉胡路来限
曾想痴爱相伴
一路相依往返
谁知心醉朱颜
消逝烟雨间
凭谁忆
意无限
别万山
不再返",98,84,15,75,0.8571428571428571,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,32.0,2.7142857142857144,2.7142857142857144,35,calm,1.6107142857142858,0.2248
奋斗,大张伟,https://lyricstranslate.com/en/%E5%A4%A7%E5%BC%A0%E4%BC%9F-%E5%A5%8B%E6%96%97-lyrics.html,2.89,"奋斗 奋斗 为了理想而奋斗
为了将来而奋斗  吼吼吼吼
奋斗 奋斗 为了欢笑而奋斗
为了真爱而奋斗  吼吼吼吼奋斗 奋斗 为了追求而奋斗
为了目标而奋斗  吼吼吼吼
奋斗 奋斗 为了信念而奋斗
为了明天而奋斗  吼吼吼吼奋斗 过去就不再有
紧抓住梦的手 别为谁停留
奋斗 时光证明不朽
随心风雨同舟大步向前走奋斗 奋斗 为了理想而奋斗
为了将来而奋斗  吼吼吼吼
奋斗 奋斗 为了欢笑而奋斗
为了真爱而奋斗  吼吼吼吼奋斗 奋斗 为了追求而奋斗
为了目标而奋斗  吼吼吼吼
奋斗 奋斗 为了信念而奋斗
为了明天而奋斗  吼吼吼吼奋斗 时光证明不朽
随心风雨同舟大步向前走
更多更详尽歌词 在 ※
魔镜歌词网 奋斗 奋斗 为了理想而奋斗
为了将来而奋斗  吼吼吼吼
奋斗 奋斗 为了欢笑而奋斗
为了真爱而奋斗  吼吼吼吼奋斗 奋斗 为了追求而奋斗
为了目标而奋斗  吼吼吼吼
奋斗 奋斗 为了信念而奋斗
为了明天而奋斗  吼吼吼吼暴雨中痛算什么
擦干眼泪带着伤去拚搏
惊涛骇浪后泪算什么
谁也挡不住我的执着奋斗 奋斗 为了理想而奋斗
为了将来而奋斗  吼吼吼吼
奋斗 奋斗 为了欢笑而奋斗
为了真爱而奋斗  吼吼吼吼奋斗 奋斗 为了追求而奋斗
为了目标而奋斗  吼吼吼吼
奋斗 奋斗 为了信念而奋斗
为了明天而奋斗  吼吼吼吼
为理想奋斗！！！",571,466,35,91,0.8161120840630472,0,1,68,0,0.0,0.005025125628140704,0.3417085427135678,0.0,-0.005025125628140704,0.34673366834170855,energetic,199.0,2.891304347826087,2.891304347826087,46,energetic,1.4599390553364735,1.0387336683417085
顺流逆流 (Original version),Paula Tsui,https://lyricstranslate.com/en/paula-tsui-%E5%BE%90%E5%B0%8F%E9%B3%B3-lyrics.html,3.03,"不知道在那天边可会有尽头
只知道逝去光阴不会再回头
每一串泪水伴每一个梦想
不知不觉全溜走
不经意在这圈中转到这年头
只敢到在这圈中经过顺逆流
每颗冷酷眼光共每声友善笑声
默然一一尝透
几多艰苦当天我默默接受
几多辛酸也未放手
故意挑剔今天我不在乎
只跟心中意愿去走
不相信未作牺牲竟先可拥有
只相信是靠双手找到我欲求
每一串汗水换每一个成就
从来得失我睇透",179,164,16,104,0.9162011173184358,1,0,0,0,0.01639344262295082,0.0,0.0,0.0,0.01639344262295082,0.01639344262295082,positive,61.0,3.0338983050847457,3.0338983050847457,59,calm,1.6786635596684534,0.4247934426229508
巨星,Lee Long Kay,https://lyricstranslate.com/en/lee-long-kay-%E5%B7%A8%E6%98%9F-lyrics.html,3.3,"飘过白云天际
顿然不觉往事消逝
脚下咫尺片地
所见世事瞬息纷争
高处白云深处
远离束缚了无牵制傲然万世上
升起紧守方向
不怕世事变幻无常
难道世上是那样独有愁没有欢畅
留下你 留下我埋尽了无限的悲伤
一旦冲破障碍远离风雨际
不管艰难
誓要坚决立志莫回头
冲破万重黑暗
远离风雨 脱离污秽傲然万世上
升起坚守方向
不怕世事变幻无常",164,146,17,98,0.8902439024390244,0,2,0,0,0.0,0.031746031746031744,0.0,0.0,-0.031746031746031744,0.031746031746031744,negative,63.0,3.3043478260869565,3.3043478260869565,46,sad,1.7901821641801887,0.41114603174603176
谁知我心,Johnny Yip,https://lyricstranslate.com/en/johnny-yip-%E8%B0%81%E7%9F%A5%E6%88%91%E5%BF%83-lyrics.html,2.94,随风远飘前面远望路遥遥人生必须奋斗烦恼怎会少同苦与甘谁管甘苦知多少如今身边有你谁理会前路无尽恶兆最凄楚是世间把我错认唯独你真正明白我黑暗尽头是天晓谁知我心难道我仲未明了难得此生有你同勉赴危难仍共照料最凄楚是世间把我错认唯独你真正明白我黑暗尽头是天晓谁知我心难道我仲未明了难得此生有你同勉赴危难仍共照料,150,150,1,75,1.0,0,3,1,0,0.0,0.05454545454545454,0.01818181818181818,0.0,-0.05454545454545454,0.07272727272727272,negative,55.0,2.9393939393939394,2.9393939393939394,33,sad,1.6257575757575757,0.39372727272727276
白金升降机,Elisa Chan,https://lyricstranslate.com/en/elisa-chan-%E7%99%BD%E9%87%91%E5%8D%87%E9%99%8D%E6%9C%BA-lyrics.html,3.29,"望 望 望
人在仰望
要看我那娇美状
一身星光
像有千只火箭碰撞
难怪动 动 动
人在轰动
各界要抢先赞颂
冲 冲 冲 冲
令太空星宿也震动 震动
现我像乘坐白金升降机
直上顶尖地
在宇宙中踏着月星尽献技
地球着迷跳起亮 亮 亮
燃亮四面
我已笑发光发电
闪 闪 闪 闪
令到黑暗失去信念
我就像在云雾里面
醉眼看四方八面
不需飞毡便会飞
不需要接受训练
在宇宙中踏着月星尽献技
地球着迷跳起",196,160,24,102,0.8163265306122449,0,1,0,0,0.0,0.020833333333333332,0.0,0.0,-0.020833333333333332,0.020833333333333332,negative,48.0,3.2857142857142856,3.2857142857142856,56,sad,1.7504336734693877,0.3944333333333333
往日的時光,Teresa Teng,https://lyricstranslate.com/en/teresa-teng-%E5%BE%80%E6%97%A5%E7%9A%84%E6%99%82%E5%85%89-lyrics.html,2.61,"我俩初次见面是个春天
芳草如茵花儿灿烂
我俩初次见面默默无言
你我俱把头儿一点
我俩纵然相爱
把爱埋在心间不说出口
就这样的相恋
我俩惺惺相依
天涯近在眼前
爱像和青山要在天地间
啦啦啦啦春天去了换来一个夏天
绿了杨柳红了水面
我俩再次见面默默喜欢
让我看到粉红笑脸我俩纵然相爱
把爱埋在心间不说出口
就这样的相恋
我俩惺惺相依
天涯近在眼前
爱像和青山要在天地间
啦啦啦啦
时光匆匆转眼到了秋天
桂花飘香菊花正豔
我俩这次见面依然无言
你我又把头儿一点
我俩纵然相爱
把爱埋在心间不说出口
就这样的相恋
我俩惺惺相依
天涯近在眼前
爱像和青山要在天地间
啦啦啦啦",282,252,31,89,0.8936170212765957,1,0,0,0,0.011764705882352941,0.0,0.0,0.0,0.011764705882352941,0.011764705882352941,positive,85.0,2.611111111111111,2.611111111111111,54,calm,1.4184819317798043,0.543964705882353
題八詠樓,Li Qingzhao,https://lyricstranslate.com/en/li-qingzhao-%E9%A1%8C%E5%85%AB%E8%A9%A0%E6%A8%93-lyrics.html,2.5,"千古风流八咏楼，江山留与后人愁。
水通南国三千里，气压江城十四州。",33,32,2,29,0.9696969696969697,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,11.0,2.5,2.5,14,calm,1.562784090909091,0.08080000000000001
Phony Queen (電話皇后),Jolin Tsai,https://lyricstranslate.com/en/jolin-tsai-%E9%9B%BB%E8%A9%B1%E7%9A%87%E5%90%8E-lyrics.html,2.67,"你就放心迟到吧 甚至从人间蒸发
独自吃饭或回家 你以为恐吓到我吗想人陪吗 以后我会召唤他
想跳舞吗 他懂三千种森巴
想玩球吗 他会陪我全垒打
你爱我吗 他不用想就回答跟了你可能有个家 抓着他我一统天下
说实话 这还用选吗
我要嫁电话 爱上我吧
电话 非君不嫁
电话 要了我吧
就叫我 皇后殿下自从删掉你号码 活得反而更潇洒
不用等你的电话 我以后直接约会他要接吻吗 发我一个笑哈哈
要牵手吗 双手还会閒着吗
要谈情吗 原来真的不如假
要听笑话 才会翻你照片吧1 2 3 前任算一下
全部都下架
你讯号太差
我要他跟了你可能有个家 抓着他我一统天下
说实话 这还用选吗
我要嫁电话 爱上我吧
电话 非君不嫁
电话 为我  吧
明天我要嫁给你啦电话 爱上我吧
电话 非君不嫁
电话 让我唱吧
明天我要嫁给电话",352,297,25,132,0.84375,0,0,1,0,0.0,0.0,0.011627906976744186,0.0,0.0,0.011627906976744186,energetic,86.0,2.6666666666666665,2.6666666666666665,87,energetic,1.453125,0.6548279069767442
